object_id,title,artist,year,image_url,owner,medium,dimensions,classification,creditLine,objectURL,artistULAN_URL,tags,used,date_used
436079,Uvedale Tomkyns Price (1685–1764) and Members of His Family,Bartholomew Dandridge,1733,https://images.metmuseum.org/CRDImages/ep/web-large/DP167131.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,40 1/4 x 62 1/2 in. (102.2 x 158.8 cm),Paintings,"Rogers Fund, 1920",https://www.metmuseum.org/art/collection/search/436079,http://vocab.getty.edu/page/ulan/500012716,Men; Women; Swans; Dogs; Family,FALSE,
436083,A River Landscape with Storks,Charles-François Daubigny,1864,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19020-001.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,9 1/2 x 17 5/8 in. (24.1 x 44.8 cm),Paintings,"Bequest of Benjamin Altman, 1913",https://www.metmuseum.org/art/collection/search/436083,http://vocab.getty.edu/page/ulan/500115164,Birds; Rivers; Landscapes,FALSE,
436096,The Annunciation,Gerard David,1506,https://images.metmuseum.org/CRDImages/ep/web-large/DT-19374-001.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,"Angel, overall 31 1/8 x 25 in. (79.1 x 63.5 cm), painted surface 30 1/4 x 24 3/8 in. (76.8 x 61.9 cm); Virgin, overall 31 1/8 x 25 1/4 in. (79.1 x 64.1 cm), painted surface 30 1/2 x 24 3/4 in. (77.5 x61.9 cm)",Paintings,"Bequest of Mary Stillman Harkness, 1950",https://www.metmuseum.org/art/collection/search/436096,http://vocab.getty.edu/page/ulan/500025998,Virgin Mary; Archangel Gabriel; Annunciation; Beds,FALSE,
436105,The Death of Socrates,Jacques Louis David,1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13139-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,51 x 77 1/4 in. (129.5 x 196.2 cm),Paintings,"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1931",https://www.metmuseum.org/art/collection/search/436105,http://vocab.getty.edu/page/ulan/500115221,Socrates; Men; Lyres,FALSE,
436108,Head of a Child,Jacques Louis David,1825,https://images.metmuseum.org/CRDImages/ep/web-large/DP312864.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,15 3/4 x 12 5/8 in. (40 x 32.1 cm),Paintings,"Bequest of Harry G. Sperling, 1971",https://www.metmuseum.org/art/collection/search/436108,http://vocab.getty.edu/page/ulan/500115221,Children,FALSE,
436114,The Experts,Alexandre-Gabriel Decamps,1837,https://images.metmuseum.org/CRDImages/ep/web-large/DT209332.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,18 1/4 x 25 1/4 in. (46.4 x 64.1 cm),Paintings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436114,http://vocab.getty.edu/page/ulan/500022285,Painting; Satire; Monkeys,FALSE,
436122,The Collector of Prints,Edgar Degas,1866,https://images.metmuseum.org/CRDImages/ep/web-large/DP-25461-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,20 7/8 x 15 3/4 in. (53 x 40 cm),Paintings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436122,http://vocab.getty.edu/page/ulan/500115194,Men; Portraits,FALSE,
436150,Marie Dihau (1843–1935),Edgar Degas,1868,https://images.metmuseum.org/CRDImages/ep/web-large/DT267444.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,8 3/4 x 10 3/4 in. (22.2 x 27.3 cm),Paintings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436150,http://vocab.getty.edu/page/ulan/500115194,Purses; Portraits; Profiles; Women,FALSE,
436154,Portraits at the Stock Exchange,Edgar Degas,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT1044.jpg,"The Metropolitan Museum of Art, New York","Pastel on paper, pieced, and laid down on canvas",28 3/8 x 22 7/8 in. (72.1 x 58.1 cm),Drawings,"Gift of Janice H. Levin, 1991",https://www.metmuseum.org/art/collection/search/436154,http://vocab.getty.edu/page/ulan/500115194,Men,FALSE,
436157,Dancer in Ukrainian Dress,Edgar Degas,1899,https://images.metmuseum.org/CRDImages/ep/web-large/77I_052R2M.jpg,"The Metropolitan Museum of Art, New York",Pastel over charcoal on tracing paper,24 3/8 x 18 in. (61.9 x 45.7 cm),Drawings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436157,http://vocab.getty.edu/page/ulan/500115194,Women; Dancing; Dancers,FALSE,
436172,Woman Drying Her Foot,Edgar Degas,1886,https://images.metmuseum.org/CRDImages/ep/web-large/DP253481.jpg,"The Metropolitan Museum of Art, New York","Pastel on buff wove paper, affixed to original pulpboard mount",19 3/4 x 21 1/4 in. (50.2 x 54 cm),Drawings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436172,http://vocab.getty.edu/page/ulan/500115194,Female Nudes; Bathing,FALSE,
436176,Christ Asleep during the Tempest,Eugène Delacroix,1853,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14343-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,20 x 24 in. (50.8 x 61 cm),Paintings,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",https://www.metmuseum.org/art/collection/search/436176,http://vocab.getty.edu/page/ulan/500115509,Sleeping; Men; Christ; Boats,FALSE,
436180,The Natchez,Eugène Delacroix,1835,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14345-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,35 1/2 x 46 in. (90.2 x 116.8 cm),Paintings,"Purchase, Gifts of George N. and Helen M. Richard and Mr. and Mrs. Charles S. McVeigh and Bequest of Emma A. Sheafer, by exchange, 1989",https://www.metmuseum.org/art/collection/search/436180,http://vocab.getty.edu/page/ulan/500115509,Infants; Fathers; Mothers; Family,FALSE,
436181,Portrait of a Woman,Jacques Delaplace,1810,https://images.metmuseum.org/CRDImages/ep/web-large/94560.jpg,"The Metropolitan Museum of Art, New York",Ivory extended by card,2 1/2 x 2 1/4 in. (64 x 55 mm),Miniatures,"Bequest of Margaret Crane Hurlbut, 1933",https://www.metmuseum.org/art/collection/search/436181,http://vocab.getty.edu/page/ulan/500088692,Portraits; Women; Flowers,FALSE,
436190,Louis-Félix Amiel (1802–1864),Eugène Devéria,1837,https://images.metmuseum.org/CRDImages/ep/web-large/DP289719.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,24 x 19 3/4 in. (61 x 50.2 cm),Paintings,"Rogers Fund, 1953",https://www.metmuseum.org/art/collection/search/436190,http://vocab.getty.edu/page/ulan/500019695,Men; Portraits,FALSE,
436193,The Edge of the Woods,Narcisse-Virgile Diaz de la Peña,1872,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20595-001.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,14 7/8 x 18 1/2 in. (37.8 x 47 cm),Paintings,"Bequest of Benjamin Altman, 1913",https://www.metmuseum.org/art/collection/search/436193,http://vocab.getty.edu/page/ulan/500008285,Forests; Landscapes,FALSE,
436212,Young Woman with a Pearl Necklace,Willem Drost,1729,https://images.metmuseum.org/CRDImages/ep/web-large/DP145914.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,33 1/8 x 24 1/2 in. (84.1 x 62.2 cm),Paintings,"Bequest of Benjamin Altman, 1913",https://www.metmuseum.org/art/collection/search/436212,http://vocab.getty.edu/page/ulan/500009474,Necklaces; Portraits; Women,FALSE,
436219,Portrait of a Woman,Frédéric Dubois,1794,https://images.metmuseum.org/CRDImages/ep/web-large/DP327720.jpg,"The Metropolitan Museum of Art, New York",Ivory,Diameter 2 5/8 in. (66 mm),Miniatures,"Bequest of Millie Bruhl Fredrick, 1962",https://www.metmuseum.org/art/collection/search/436219,http://vocab.getty.edu/page/ulan/500001723,Portraits; Women,FALSE,
436233,"Portrait of a Woman, Said to Be Madame Récamier (1777–1849)",Nicolas François Dun,1814,https://images.metmuseum.org/CRDImages/ep/web-large/64047.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Oval, 2 3/8 x 1 7/8 in. (60 x 48 mm)",Miniatures,"Bequest of Collis P. Huntington, 1900",https://www.metmuseum.org/art/collection/search/436233,http://vocab.getty.edu/page/ulan/500053824,Portraits; Women,FALSE,
436240,Mrs. John Puget (Catherine Hawkins),Richard Gainsborough Dupont,1797,https://images.metmuseum.org/CRDImages/ep/web-large/DP169399.jpg,"The Metropolitan Museum of Art, New York",Oil on copper,6 x 4 3/4 in. (15.2 x 12.1 cm),Paintings,"Bequest of Mary Stillman Harkness, 1950",https://www.metmuseum.org/art/collection/search/436240,http://vocab.getty.edu/page/ulan/500184106,Portraits; Women,FALSE,
436245,Virgin and Child,Albrecht Dürer,1516,https://images.metmuseum.org/CRDImages/ep/web-large/DP164788.jpg,"The Metropolitan Museum of Art, New York",Oil on spruce,11 x 7 3/8 in. (27.9 x 18.7 cm); set in panel 11 x 8 1/4 in. (27.9 x 22.2 cm),Paintings,"Gift of J. Pierpont Morgan, 1917",https://www.metmuseum.org/art/collection/search/436245,http://vocab.getty.edu/page/ulan/500115493,Madonna and Child,FALSE,
436257,Saint Rosalie Interceding for the Plague-stricken of Palermo,Anthony van Dyck,1624,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18296-037.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,39 1/4 x 29 in. (99.7 x 73.7 cm),Paintings,"Purchase, 1871",https://www.metmuseum.org/art/collection/search/436257,http://vocab.getty.edu/page/ulan/500115190,Women; Putti; Saints,FALSE,
436275,Colonel Woodford,George Engleheart,1788,https://images.metmuseum.org/CRDImages/ep/web-large/64044.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Oval, 2 1/8 x 1 3/4 in. (55 x 44 mm)",Miniatures,"Bequest of Collis P. Huntington, 1900",https://www.metmuseum.org/art/collection/search/436275,http://vocab.getty.edu/page/ulan/500021531,Men; Portraits,FALSE,
436282,The Crucifixion; The Last Judgment,Jan van Eyck,1438,https://images.metmuseum.org/CRDImages/ep/web-large/LC-33_92ab-Primary_Temp.jpg,"The Metropolitan Museum of Art, New York","Oil on canvas, transferred from wood",Each 22 1/4 x 7 2/3 in. (56.5 x 19.7 cm),Paintings,"Fletcher Fund, 1933",https://www.metmuseum.org/art/collection/search/436282,http://vocab.getty.edu/page/ulan/500116209,Skeletons; Men; Angels; Christ; Mary Magdalene; Virgin Mary; Crucifixion; Last Judgement,FALSE,
436287,Heinrich(?) vom Rhein zum Mohren (1477–1536),Conrad Faber von Creuznach,1529,https://images.metmuseum.org/CRDImages/ep/web-large/DP164864.jpg,"The Metropolitan Museum of Art, New York",Oil and gold on oak,Overall 21 3/4 x 15 5/8 in. (55.2 x 39.7 cm); painted surface 21 1/2 x 15 in. (54.6 x 38.1 cm),Paintings,"The Jack and Belle Linsky Collection, 1982",https://www.metmuseum.org/art/collection/search/436287,http://vocab.getty.edu/page/ulan/500007968,Men; Portraits,FALSE,
436290,Flowers by a Stone Vase,Peter Faes,1786,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.187.737.R.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,20 x 14 7/8 in. (50.8 x 37.8 cm),Paintings,"Bequest of Catherine D. Wentworth, 1948",https://www.metmuseum.org/art/collection/search/436290,http://vocab.getty.edu/page/ulan/500029559,Flowers; Still Life; Vases,FALSE,
436295,Portrait of a Woman,Henri Fantin-Latour,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP265190.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,39 1/2 x 32 in. (100.3 x 81.3 cm),Paintings,"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1910",https://www.metmuseum.org/art/collection/search/436295,http://vocab.getty.edu/page/ulan/500025754,Portraits; Women,FALSE,
436296,The Palace of Aurora,Henri Fantin-Latour,1904,https://images.metmuseum.org/CRDImages/ep/web-large/DP-2943.001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,18 1/8 x 15 in. (46 x 38.1 cm),Paintings,"Bequest of Anne D. Thomson, 1923",https://www.metmuseum.org/art/collection/search/436296,http://vocab.getty.edu/page/ulan/500025754,Women; Female Nudes; Putti,FALSE,
436299,"The Coronation of the Virgin, and Saints",Giovanni di Tano Fei,1394,https://images.metmuseum.org/CRDImages/ep/web-large/DP293271.jpg,"The Metropolitan Museum of Art, New York","Tempera on wood, gold ground","Overall, with shaped top and engaged frame, 78 3/8 x 76 in. (199.1 x 193 cm)",Paintings,"Gift of Robert Lehman, 1950",https://www.metmuseum.org/art/collection/search/436299,http://vocab.getty.edu/page/ulan/500013966,Angels; Christ; Virgin Mary; Saints; Coronation of the Virgin,FALSE,
436302,The Good Samaritan,Domenico Fetti,1622,https://images.metmuseum.org/CRDImages/ep/web-large/DP278746.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,23 5/8 x 17 in. (60 x 43.2 cm),Paintings,"Rogers Fund, 1930",https://www.metmuseum.org/art/collection/search/436302,http://vocab.getty.edu/page/ulan/500115450,Men; Donkeys,FALSE,
436306,Portrait of a Woman,Flemish Painter,1630,https://images.metmuseum.org/CRDImages/ep/web-large/257495.jpg,"The Metropolitan Museum of Art, New York",Oil on copper,"Oval, 3 3/8 x 2 5/8 in. (86 x 67 mm)",Miniatures,"Bequest of Millie Bruhl Fredrick, 1962",https://www.metmuseum.org/art/collection/search/436306,(not assigned),Portraits; Women,FALSE,
436311,Madonna and Child,Vincenzo Foppa,1485,https://images.metmuseum.org/CRDImages/ep/web-large/DP258301.jpg,"The Metropolitan Museum of Art, New York","Tempera, oil, and gold on wood",17 1/4 x 12 5/8 in. (43.8 x 32.1 cm),Paintings,"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",https://www.metmuseum.org/art/collection/search/436311,http://vocab.getty.edu/page/ulan/500010957,Madonna and Child,FALSE,
436320,Portrait of a Young Woman,Jean Honoré Fragonard,1779,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1018-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,"Oval, 31 3/4 x 25 in. (80.6 x 63.5 cm)",Paintings,"Bequest of Margaret V. Haggin, 1965",https://www.metmuseum.org/art/collection/search/436320,http://vocab.getty.edu/page/ulan/500115329,Portraits; Women,FALSE,
436330,Goddess of Chaste Love,Francesco di Giorgio Martini,1475,https://images.metmuseum.org/CRDImages/ep/web-large/DT229670.jpg,"The Metropolitan Museum of Art, New York",Tempera and gold on wood,15 1/2 x 17 1/4 in. (39.4 x 43.8 cm),Paintings,"Marquand Fund, 1920",https://www.metmuseum.org/art/collection/search/436330,http://vocab.getty.edu/page/ulan/500115162,Women; Griffins; Goddess; Chariots,FALSE,
436336,The Pérussis Altarpiece,Nicolas Froment,1480,https://images.metmuseum.org/CRDImages/ep/web-large/DT1433.jpg,"The Metropolitan Museum of Art, New York",Oil and gold on wood,"Three panels, each 54 1/2 x 23 in. (138.4 x 58.4 cm)",Paintings,"Purchase, Mary Wetmore Shively Bequest, in memory of her husband, Henry L. Shively, M.D., 1954",https://www.metmuseum.org/art/collection/search/436336,http://vocab.getty.edu/page/ulan/500028872,Skulls; Angels; Saint Francis; Saint John the Baptist; Cross; Coat of Arms,FALSE,
436339,Portrait of a Member of the de Thou Family,French Painter,1540,https://images.metmuseum.org/CRDImages/ep/web-large/ep22.60.46.bw.R.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,6 1/8 x 5 3/8 in. (15.6 x 13.7 cm),Paintings,"The Bequest of Michael Dreicer, 1921",https://www.metmuseum.org/art/collection/search/436339,(not assigned),Men; Portraits,FALSE,
436340,Portrait of a Man with a High Hat,French Painter,1570,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.104.bw.R.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,9 5/8 x 7 1/2 in. (24.4 x 19.1 cm),Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",https://www.metmuseum.org/art/collection/search/436340,(not assigned),Men; Portraits,FALSE,
436347,Trompe l'oeil with Palettes and Miniature,Jean François de Le Motte,1699,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17630-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,46 7/8 x 36 1/8 in. (119.1 x 91.8 cm),Paintings,"Bequest of Harry G. Sperling, 1971",https://www.metmuseum.org/art/collection/search/436347,http://vocab.getty.edu/page/ulan/500033945,Painting,FALSE,
436368,Portrait of a Woman,French Painter,1795,https://images.metmuseum.org/CRDImages/ep/web-large/57105.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Octagonal, 1 1/8 x 3/4 in. (30 x 20 mm)",Miniatures,"Bequest of Mary Clark Thompson, 1923",https://www.metmuseum.org/art/collection/search/436368,(not assigned),Portraits; Women,FALSE,
436376,Louis Morau,French Painter,1795,https://images.metmuseum.org/CRDImages/ep/web-large/257480.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Heart-shaped, 1 3/4 x 1 5/8 in. (45 x 42 mm)",Miniatures,"Gift of Dr. Fernand Rey, 1922",https://www.metmuseum.org/art/collection/search/436376,(not assigned),Men; Portraits,FALSE,
436406,Study of a Nude Man,Pierre Narcisse Guérin,1820,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23372-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,31 3/4 x 25 1/4 in. (80.6 x 64.1 cm),Paintings,"Rogers Fund, 1952",https://www.metmuseum.org/art/collection/search/436406,http://vocab.getty.edu/page/ulan/500015720,Male Nudes,FALSE,
436413,Christ Bearing the Cross,Northern French Painter,1485,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.112.bw.R.jpg,"The Metropolitan Museum of Art, New York",Oil on wood,14 3/4 x 10 5/8 in. (37.5 x 27 cm),Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",https://www.metmuseum.org/art/collection/search/436413,(not assigned),Soldiers; Christ; Cross; Bearing the Cross,FALSE,
436414,"The Martyrdom of Saint Adrian; The Martyrdom of Two Saints, Possibly Ache and Acheul",Northern French Painter,1485,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22750-001.jpg,"The Metropolitan Museum of Art, New York","Oil on canvas, transferred from wood","Each, including added strips, 22 7/8 x 11 in. (58.1 x 27.9 cm)",Paintings,"The Bequest of Michael Dreicer, 1921",https://www.metmuseum.org/art/collection/search/436414,(not assigned),Men; Horses; Saints,FALSE,
436419,The Arab Falconer,Eugène Fromentin,1864,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23345-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,42 3/4 x 28 1/2 in. (108.6 x 72.4 cm),Paintings,"The John Hobart Warren Bequest, 1923",https://www.metmuseum.org/art/collection/search/436419,http://vocab.getty.edu/page/ulan/500027303,Falcons; Men; Horses; Orientalist,FALSE,
436430,Madonna and Child Enthroned with Saints,Taddeo Gaddi,1485,https://images.metmuseum.org/CRDImages/ep/web-large/DP-31527-001.jpg,"The Metropolitan Museum of Art, New York","Tempera on wood, gold ground",Overall 43 1/4 x 90 1/8 in. (109.9 x 228.9 cm); Lawrence 43 1/4 x 15 1/2 in. (109.9 x 39.4 cm); John 43 1/4 x 13 1/2 in. (109.9 x 34.3 cm); Madonna and Child 43 1/4 x 28 1/2 in. (109.9 x 72.4 cm); James 43 1/4 x 15 3/4 in. (109.9 x 40 cm); Stephen 43 1/4 x 16 3/4 in. (109.9 x 42.5 cm),Paintings,"Rogers Fund, 1910",https://www.metmuseum.org/art/collection/search/436430,http://vocab.getty.edu/page/ulan/500115669,Madonna and Child; Saints,FALSE,
436439,"Portrait of a Young Woman, Called Miss Sparrow",Thomas Gainsborough,1779,https://images.metmuseum.org/CRDImages/ep/web-large/DP162145.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,30 1/8 x 24 7/8 in. (76.5 x 63.2 cm),Paintings,"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917",https://www.metmuseum.org/art/collection/search/436439,http://vocab.getty.edu/page/ulan/500115200,Portraits; Women,FALSE,
436442,The Painter's Daughter Mary (1750–1826),Thomas Gainsborough,1869,https://images.metmuseum.org/CRDImages/ep/web-large/DP169391.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,17 1/4 x 13 7/8 in. (43.8 x 35.2 cm),Paintings,"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",https://www.metmuseum.org/art/collection/search/436442,http://vocab.getty.edu/page/ulan/500115200,Girls; Portraits,FALSE,
436445,The Translation of the Holy House of Loreto,Saturnino Gatti,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DP158156.jpg,"The Metropolitan Museum of Art, New York",Tempera and gold on wood,33 1/4 x 21 5/8 in. (84.5 x 54.9 cm),Paintings,"Gwynne Andrews Fund, 1973",https://www.metmuseum.org/art/collection/search/436445,http://vocab.getty.edu/page/ulan/500022878,Angels; Madonna and Child; Ships,FALSE,
436453,Esther before Ahasuerus,Artemisia Gentileschi,1629,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20748-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,82 in. × 8 ft. 11 3/4 in. (208.3 × 273.7 cm),Paintings,"Gift of Elinor Dorrance Ingersoll, 1969",https://www.metmuseum.org/art/collection/search/436453,http://vocab.getty.edu/page/ulan/500011658,Men; Women; Esther; Ahasuerus,FALSE,
436456,An Episode from the Life of Saint Giovanni Gualberto,Niccolò di Pietro Gerini,1415,https://images.metmuseum.org/CRDImages/ep/web-large/DP-24730-001.jpg,"The Metropolitan Museum of Art, New York","Tempera on wood, gold ground","Arched top, 57 3/4 x 28 1/2 in. (146.7 x 72.4 cm)",Paintings,"Gwynne Andrews Fund, 1958",https://www.metmuseum.org/art/collection/search/436456,http://vocab.getty.edu/page/ulan/500021490,Men; Horses; Crucifixion; Saints,FALSE,
436463,Portrait of a Child,German Painter,1800,https://images.metmuseum.org/CRDImages/ep/web-large/257493.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Octagonal, 1 1/8 x 3/4 in. (29 x 19 mm)",Miniatures,"Bequest of Collis P. Huntington, 1900",https://www.metmuseum.org/art/collection/search/436463,(not assigned),Girls; Portraits,FALSE,
436467,Portrait of a Child,German Painter,1800,https://images.metmuseum.org/CRDImages/ep/web-large/257481.jpg,"The Metropolitan Museum of Art, New York",Ivory,"Octagonal, 1 1/8 x 3/4 in. (29 x 19 mm)",Miniatures,"Bequest of Collis P. Huntington, 1900",https://www.metmuseum.org/art/collection/search/436467,(not assigned),Children; Portraits,FALSE,
436484,Tiger and Cubs,Jean-Léon Gérôme,1889,https://images.metmuseum.org/CRDImages/ep/web-large/DT1972.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,29 x 36 in. (73.7 x 91.4 cm),Paintings,"Bequest of Susan P. Colgate, in memory of her husband, Romulus R. Colgate, 1936",https://www.metmuseum.org/art/collection/search/436484,http://vocab.getty.edu/page/ulan/500115563,Tigers,FALSE,
436488,Tobias and the Angel,Davide Ghirlandaio (David Bigordi),1484,https://images.metmuseum.org/CRDImages/ep/web-large/DT210659.jpg,"The Metropolitan Museum of Art, New York",Tempera and gold on wood,6 1/4 x 16 1/4 in. (15.9 x 41.3 cm),Paintings,"Francis L. Leland Fund, 1913",https://www.metmuseum.org/art/collection/search/436488,http://vocab.getty.edu/page/ulan/500021575,Men; Dogs; Fish; Angels,FALSE,
436489,Francesco Sassetti (1421–1490) and His Son Teodoro,Domenico Ghirlandaio (Domenico Bigordi),1493,https://images.metmuseum.org/CRDImages/ep/web-large/DT1369.jpg,"The Metropolitan Museum of Art, New York",Tempera on wood,Overall 33 1/4 x 25 1/8 in. (84.5 x 63.8 cm); painted surface 29 7/8 x 20 7/8 in. (75.9 x 53 cm),Paintings,"The Jules Bache Collection, 1949",https://www.metmuseum.org/art/collection/search/436489,http://vocab.getty.edu/page/ulan/500115228,Boys; Men; Portraits,FALSE,
436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),1494,https://images.metmuseum.org/CRDImages/ep/web-large/EP371.jpg,"The Metropolitan Museum of Art, New York",Fresco,112 x 59 in. (284.5 x 149.9 cm),Paintings,"Gift of Cornelius Vanderbilt, 1880",https://www.metmuseum.org/art/collection/search/436492,http://vocab.getty.edu/page/ulan/500115228,Rivers; Saint Christopher; Jesus,FALSE,
436493,Madonna and Child with Angels,Domenico Ghirlandaio,1494,https://images.metmuseum.org/CRDImages/ep/web-large/ep14.40.635.bw.R.jpg,"The Metropolitan Museum of Art, New York","Tempera on canvas, transferred from wood",Diameter 38 3/4 in. (98.4 cm),Paintings,"Bequest of Benjamin Altman, 1913",https://www.metmuseum.org/art/collection/search/436493,http://vocab.getty.edu/page/ulan/500115228,Angels; Madonna and Child,FALSE,
436497,Saint John the Evangelist Causes a Pagan Temple to Collapse,Francescuccio Ghissi (Francesco di Cecco Ghissi),1374,https://images.metmuseum.org/CRDImages/ep/web-large/DP375436.jpg,"The Metropolitan Museum of Art, New York","Tempera on wood, gold ground",14 1/8 x 15 1/4 in. (35.9 x 38.7 cm),Paintings,"Gift of Mrs. W. Murray Crane, 1969",https://www.metmuseum.org/art/collection/search/436497,http://vocab.getty.edu/page/ulan/500028548,Temples; Men; Saint John the Evangelist,FALSE,
436500,"Portrait of a Man, Said to Be John Cecil (1628–1678), Fourth Earl of Exeter",Richard Gibson,1675,https://images.metmuseum.org/CRDImages/ep/web-large/57101.jpg,"The Metropolitan Museum of Art, New York",Vellum laid on card,"Oval, 2 7/8 x 2 3/8 in. (72 x 59 mm)",Miniatures,"Bequest of Mary Clark Thompson, 1923",https://www.metmuseum.org/art/collection/search/436500,http://vocab.getty.edu/page/ulan/500027234,Men; Portraits,FALSE,
436502,The Annunciation,Luca Giordano,1672,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22842-001.jpg,"The Metropolitan Museum of Art, New York",Oil on canvas,93 1/8 x 66 7/8 in. (236.5 x 169.9 cm),Paintings,"Gift of Mr. and Mrs. Charles Wrightsman, 1973",https://www.metmuseum.org/art/collection/search/436502,http://vocab.getty.edu/page/ulan/500115457,Lilies; Angels; Virgin Mary; Archangel Gabriel; Annunciation,FALSE,
436512,Paradise,Giovanni di Paolo (Giovanni di Paolo di Grazia),1445,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19297-001.jpg,"The Metropolitan Museum of Art, New York","Tempera and gold on canvas, transferred from wood",18 7/16 × 16 1/16 in. (46.8 × 40.8 cm); painted surface 17 1/2 x 15 1/8 in. (44.5 x 38.4 cm),Paintings,"Rogers Fund, 1906",https://www.metmuseum.org/art/collection/search/436512,http://vocab.getty.edu/page/ulan/500116438,Gardens; Men; Women; Rabbits; Angels; Saints,FALSE,
436515,Saints Matthew and Francis,Giovanni di Paolo (Giovanni di Paolo di Grazia),1440,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19499-001.jpg,"The Metropolitan Museum of Art, New York","Tempera on wood, gold ground","Overall, with added strips, 54 5/8 x 34 3/4 in. (138.7 x 88.3 cm); painted surface 52 7/8 x 33 1/2 in. (134.3 x 85.1 cm)",Paintings,"Gift of Coudert Brothers, 1888",https://www.metmuseum.org/art/collection/search/436515,http://vocab.getty.edu/page/ulan/500116438,Saint Francis; Saint Matthew,FALSE,
