verse_reference,language,used,date_used
Revelation 21:6,english,FALSE,
Revelation 22:13,english,FALSE,
Revelation 3:20,english,FALSE,
Revelation 4:11,english,FALSE,
Revelation 5:9,english,FALSE,
Revelation 7:17,english,FALSE,
Psalm 1:1-3,english,FALSE,
Psalm 100:1-5,english,FALSE,
Psalm 101:3,english,FALSE,
Psalm 103:1-5,english,FALSE,
Psalm 103:12,english,FALSE,
Psalm 103:13-14,english,FALSE,
Psalm 103:2-4,english,FALSE,
Psalm 103:8,english,FALSE,
Psalm 105:4,english,FALSE,
Psalm 106:1,english,FALSE,
Psalm 107:1,english,FALSE,
Psalm 107:8-9,english,FALSE,
Psalm 111:10,english,FALSE,
Psalm 112:4,english,FALSE,
Psalm 112:7,english,FALSE,
Psalm 113:5-7,english,FALSE,
Psalm 115:1,english,FALSE,
Psalm 116:1-2,english,FALSE,
Psalm 118:24,english,FALSE,
Psalm 118:6,english,FALSE,
Psalm 118:8,english,FALSE,
Psalm 119:10-11,english,FALSE,
Psalm 119:105,english,FALSE,
Psalm 119:11,english,FALSE,
Psalm 119:114,english,FALSE,
Psalm 119:130,english,FALSE,
Psalm 119:133,english,FALSE,
Psalm 119:160,english,FALSE,
Psalm 119:165,english,FALSE,
Psalm 119:18,english,FALSE,
Psalm 119:33-34,english,FALSE,
Psalm 119:37,english,FALSE,
Psalm 119:50,english,FALSE,
Psalm 119:71,english,FALSE,
Psalm 119:9,english,FALSE,
Psalm 121:1-2,english,FALSE,
Psalm 121:7-8,english,FALSE,
Psalm 122:1,english,FALSE,
Psalm 125:1-2,english,FALSE,
Psalm 126:5,english,FALSE,
Psalm 126:6,english,FALSE,
Psalm 127:1,english,FALSE,
Psalm 127:3,english,FALSE,
Psalm 13:6,english,FALSE,
Psalm 130:3-4,english,FALSE,
Psalm 130:5,english,FALSE,
Psalm 130:7,english,FALSE,
Psalm 133:1,english,FALSE,
Psalm 136:1,english,FALSE,
Psalm 138:2,english,FALSE,
Psalm 138:3,english,FALSE,
Psalm 138:8,english,FALSE,
Psalm 139:1-6,english,FALSE,
Psalm 139:13-16,english,FALSE,
Psalm 139:17-18,english,FALSE,
Psalm 139:23-24,english,FALSE,
Psalm 141:3,english,FALSE,
Psalm 141:4,english,FALSE,
Psalm 143:10,english,FALSE,
Psalm 143:8,english,FALSE,
Psalm 144:15,english,FALSE,
Psalm 145:14,english,FALSE,
Psalm 145:17,english,FALSE,
Psalm 145:18,english,FALSE,
Psalm 145:8-9,english,FALSE,
Psalm 146:5,english,FALSE,
Psalm 147:11,english,FALSE,
Psalm 147:3,english,FALSE,
Psalm 147:5,english,FALSE,
Psalm 150:6,english,FALSE,
Psalm 16:11,english,FALSE,
Psalm 16:8,english,FALSE,
Psalm 17:8,english,FALSE,
Psalm 18:2-3,english,FALSE,
Psalm 18:31,english,FALSE,
Psalm 18:33,english,FALSE,
Psalm 19:1,english,FALSE,
Psalm 19:15,english,FALSE,
Psalm 20:4,english,FALSE,
Psalm 20:7,english,FALSE,
Psalm 22:25,english,FALSE,
Psalm 22:4-6,english,FALSE,
Psalm 23:1-6,english,FALSE,
Psalm 23:4,english,FALSE,
Psalm 24:1,english,FALSE,
Psalm 24:3-5,english,FALSE,
Psalm 25:4-5,english,FALSE,
Psalm 27:1,english,FALSE,
Psalm 27:10,english,FALSE,
Psalm 27:14,english,FALSE,
Psalm 27:4,english,FALSE,
Psalm 28:7,english,FALSE,
Psalm 29:11,english,FALSE,
Psalm 3:4,english,FALSE,
Psalm 30:5,english,FALSE,
Psalm 31:20,english,FALSE,
Psalm 31:25,english,FALSE,
Psalm 31:4,english,FALSE,
Psalm 31:8,english,FALSE,
Psalm 32:1,english,FALSE,
Psalm 32:7,english,FALSE,
Psalm 32:8,english,FALSE,
Psalm 33:11,english,FALSE,
Psalm 33:12,english,FALSE,
Psalm 33:18,english,FALSE,
Psalm 33:20-22,english,FALSE,
Psalm 33:4,english,FALSE,
Psalm 34:11,english,FALSE,
Psalm 34:16,english,FALSE,
Psalm 34:18,english,FALSE,
Psalm 34:19,english,FALSE,
Psalm 34:20,english,FALSE,
Psalm 34:23,english,FALSE,
Psalm 34:5,english,FALSE,
Psalm 34:8,english,FALSE,
Psalm 34:9,english,FALSE,
Psalm 36:10,english,FALSE,
Psalm 36:6,english,FALSE,
Psalm 37:23-24,english,FALSE,
Psalm 37:3-6,english,FALSE,
Psalm 37:31,english,FALSE,
Psalm 37:37,english,FALSE,
Psalm 37:4-5,english,FALSE,
Psalm 37:7,english,FALSE,
Psalm 39:2,english,FALSE,
Psalm 39:8,english,FALSE,
Psalm 4:9,english,FALSE,
Psalm 40:18,english,FALSE,
Psalm 40:2-4,english,FALSE,
Psalm 40:6,english,FALSE,
Psalm 42:12,english,FALSE,
Psalm 42:2,english,FALSE,
Psalm 42:6,english,FALSE,
Psalm 43:5,english,FALSE,
Psalm 46:1,english,FALSE,
Psalm 46:11,english,FALSE,
Psalm 48:15,english,FALSE,
Psalm 5:4,english,FALSE,
Psalm 50:15,english,FALSE,
Psalm 51:12,english,FALSE,
Psalm 51:13,english,FALSE,
Psalm 51:19,english,FALSE,
Psalm 51:8,english,FALSE,
Psalm 52:10-11,english,FALSE,
Psalm 55:23,english,FALSE,
Psalm 56:12,english,FALSE,
Psalm 56:4,english,FALSE,
Psalm 57:2-4,english,FALSE,
Psalm 59:17-18,english,FALSE,
Psalm 61:2-5,english,FALSE,
Psalm 62:2-3,english,FALSE,
Psalm 62:6-8,english,FALSE,
Psalm 62:9,english,FALSE,
Psalm 63:1-2,english,FALSE,
Psalm 63:2-4,english,FALSE,
Psalm 63:8,english,FALSE,
Psalm 66:18,english,FALSE,
Psalm 66:20,english,FALSE,
Psalm 68:20,english,FALSE,
Psalm 68:6-7,english,FALSE,
Psalm 71:17-18,english,FALSE,
Psalm 71:20,english,FALSE,
Psalm 71:5,english,FALSE,
Psalm 73:23-24,english,FALSE,
Psalm 73:25,english,FALSE,
Psalm 73:26,english,FALSE,
Psalm 73:28,english,FALSE,
Psalm 75:2,english,FALSE,
Psalm 77:12,english,FALSE,
Psalm 77:15,english,FALSE,
Psalm 78:41,english,FALSE,
Psalm 8:2,english,FALSE,
Psalm 81:11,english,FALSE,
Psalm 84:11,english,FALSE,
Psalm 84:12,english,FALSE,
Psalm 84:2-3,english,FALSE,
Psalm 84:6-8,english,FALSE,
Psalm 85:11,english,FALSE,
Psalm 86:11,english,FALSE,
Psalm 86:15,english,FALSE,
Psalm 86:5,english,FALSE,
Psalm 89:16,english,FALSE,
Psalm 89:2,english,FALSE,
Psalm 9:10-11,english,FALSE,
Psalm 90:12,english,FALSE,
Psalm 90:14,english,FALSE,
Psalm 90:17,english,FALSE,
Psalm 90:2,english,FALSE,
Psalm 91:1-2,english,FALSE,
Psalm 91:11,english,FALSE,
Psalm 91:14-16,english,FALSE,
Psalm 91:4,english,FALSE,
Psalm 91:7,english,FALSE,
Psalm 91:9-10,english,FALSE,
Psalm 92:13-16,english,FALSE,
Psalm 92:2-3,english,FALSE,
Psalm 92:5-6,english,FALSE,
Psalm 94:12,english,FALSE,
Psalm 94:18-19,english,FALSE,
Psalm 94:19,english,FALSE,
Psalm 95:1-3,english,FALSE,
Psalm 95:6-7,english,FALSE,
Psalm 96:1-3,english,FALSE,
Psalm 97:10,english,FALSE,
Psalm 97:11,english,FALSE,
