nbr,name,link,used,date_used
SG 233,Teekesselchen Wörter mit zwei Bedeutungen Homonyme,https://slowgerman.com/2021/03/09/homonyme-woerter-mit-zwei-bedeutungen-teekesselchen-sprache-sg-233/,FALSE,
SG 234,Der Rattenfänger von Hameln,https://slowgerman.com/2021/04/08/der-rattenfaenger-von-hameln-sg-234/,FALSE,
SG 235,Siegfried und Roy Magier in Las Vegas,https://slowgerman.com/2021/04/28/siegfried-und-roy-deutsche-magier-las-vegas/,FALSE,
SG 236,Garten und Balkon in Deutschland,https://slowgerman.com/2021/05/11/garten-und-balkon-in-deutschland-sg-236/,FALSE,
SG 237,Das Schloss Neuschwanstein,https://slowgerman.com/2021/06/16/das-schloss-neuschwanstein-sg-237/,FALSE,
SG 238,Was wären wir ohne Internet?,https://slowgerman.com/2021/06/22/was-waeren-wir-ohne-internet-sg-238/,TRUE,2025-10-13 16:24:59
SG 239,Adele Spitzeder Schauspielerin Sängerin Betrügerin,https://slowgerman.com/2021/07/15/adele-spitzeder-schauspielerin-saengerin-betruegerin-sg-239/,FALSE,
SG 240,Homosexualität in Deutschland,https://slowgerman.com/2021/08/04/homosexualitaet-in-deutschland-schwul-lesbisch/,FALSE,
SG 241,Bundestagswahl 2021 in Deutschland,https://slowgerman.com/2021/09/14/bundestagswahl-2021-in-deutschland-sg-241/,FALSE,
SG 242,Die deutschen Kolonien,https://slowgerman.com/2021/11/10/die-deutschen-kolonien-sg-242/,FALSE,
SG 243,Der große Zapfenstreich,https://slowgerman.com/2021/12/04/der-grosse-zapfenstreich-sg-243/,FALSE,
SG 244,Deutschlands neuer Kanzler: Olaf Scholz,https://slowgerman.com/2021/12/08/deutschlands-neuer-kanzler-olaf-scholz-sg-244/,FALSE,
SG 245,Das Brandenburger Tor,https://slowgerman.com/2022/02/11/das-brandenburger-tor-sg-245/,FALSE,
SG 246,Mental Load,https://slowgerman.com/2022/03/24/mental-load-sg-246/,FALSE,
SG 247,Auswanderung aus Deutschland,https://slowgerman.com/2022/04/05/auswanderung-aus-deutschland-sg-247/,FALSE,
SG 248,Leben auf dem Land oder in der Stadt?,https://slowgerman.com/2022/10/11/leben-auf-dem-land-oder-in-der-stadt-sg-248/,FALSE,
SG 249,Das beschäftigt Deutschland im Oktober 2022,https://slowgerman.com/2022/10/25/das-beschaeftigt-deutschland-im-oktober-2022-sg-249/,FALSE,
SG 250,Wie unterscheiden sich Nord- und Süddeutsche?,https://slowgerman.com/2022/11/21/wie-unterscheiden-sich-nord-und-sueddeutsche/,FALSE,
SG 251,Die Pest in Deutschland,https://slowgerman.com/2022/12/23/die-pest-in-deutschland-sg-251/,FALSE,
SG 252,Gute Vorsätze,https://slowgerman.com/2023/01/05/gute-vorsaetze-sg-252/,FALSE,
SG 253,Die häufigsten Berufe in Deutschland,https://slowgerman.com/2023/02/07/die-haeufigsten-berufe-in-deutschland-sg-253/,FALSE,
SG 254,Noch mehr deutsche Musik,https://slowgerman.com/2023/03/16/noch-mehr-deutsche-musik-sg-254/,FALSE,
SG 255,Der Euro Deutschlands Währung,https://slowgerman.com/2023/04/23/der-euro-deutschlands-waehrung-sg-255/,FALSE,
SG 256,Die Reederei Hapag-Lloyd,https://slowgerman.com/2023/06/28/die-reederei-hapag-lloyd-sg-256/,FALSE,
SG 257,Vor- und Nachteile der Zweisprachigkeit,https://slowgerman.com/2023/09/28/vor-und-nachteile-der-zweisprachigkeit-sg-257/,FALSE,
SG 258,Deutsche auf Geschäftsreise,https://slowgerman.com/2023/10/24/deutsche-auf-geschaeftsreise-sg-258/,FALSE,
SG 259,Beliebte Sportarten,https://slowgerman.com/2023/11/17/beliebte-sportarten-sg-259/,FALSE,
SG 260,John Rabe,https://slowgerman.com/2023/11/28/john-rabe-sg-260/,FALSE,
SG 261,Knigge und die Benimmregeln,https://slowgerman.com/2023/12/12/knigge-und-die-benimmregeln-sg-261/,FALSE,
SG 262,Jugendschutz in Deutschland,https://slowgerman.com/2024/01/01/jugendschutz-in-deutschland-sg-262/,FALSE,
SG 263,Der Humorist Loriot,https://slowgerman.com/2024/01/09/der-humorist-loriot-sg-263/,FALSE,
SG 264,Erneuerbare Energien,https://slowgerman.com/2024/01/23/erneuerbare-energien-sg-264/,FALSE,
SG 265,Die TV-Serie Der Bergdoktor,https://slowgerman.com/2024/02/06/die-tv-serie-der-bergdoktor-sg-265/,FALSE,
SG 266,Nomen-Verb-Verbindungen,https://slowgerman.com/2024/02/20/nomen-verb-verbindungen-sg-266/,FALSE,
SG 267,Brot und Bäckereien in Deutschland,https://slowgerman.com/2024/03/05/brot-und-baeckereien-in-deutschland-sg-267/,FALSE,
SG 268,Steuern und das Finanzamt,https://slowgerman.com/2024/03/19/steuern-und-das-finanzamt-sg-268/,FALSE,
SG 269,Wandern in Deutschland,https://slowgerman.com/2024/04/02/wandern-in-deutschland-sg-269/,FALSE,
SG 270,Demonstrationen gegen Rechtsextremismus,https://slowgerman.com/2024/04/16/demonstrationen-gegen-rechtsextremismus-sg-270/,FALSE,
SG 271,Muttertag und Vatertag,https://slowgerman.com/2024/04/30/muttertag-und-vatertag-sg-271/,FALSE,
SG 272,Der autofreie Sonntag,https://slowgerman.com/2024/05/14/der-autofreie-sonntag-sg-272/,FALSE,
SG 273,Die Europawahl,https://slowgerman.com/2024/05/28/die-europawahl-sg-273/,FALSE,
SG 274,Die Fußball-Europameisterschaft 2024,https://slowgerman.com/2024/06/11/die-fussball-europameisterschaft-2024-sg-274/,FALSE,
SG 275,Warnstreiks in Deutschland,https://slowgerman.com/2024/06/25/warnstreiks-in-deutschland-sg-275/,FALSE,
SG 276,Die Einbürgerung in Deutschland,https://slowgerman.com/2024/07/09/die-einbuergerung-in-deutschland/,FALSE,
SG 277,Lesen in Deutschland,https://slowgerman.com/2024/07/23/lesen-in-deutschland-sg-277/,FALSE,
SG 278,Mit der Bahn fahren in Deutschland,https://slowgerman.com/2024/08/06/mit-der-bahn-fahren-in-deutschland/,FALSE,
SG 279,Die deutsche Post,https://slowgerman.com/2024/09/03/die-deutsche-post/,FALSE,
SG 280,Paragliding oder Gleitschirmfliegen,https://slowgerman.com/2024/09/17/paragliding-gleitschirmfliegen/,FALSE,
SG 281,Die Buchpreisbindung in Deutschland,https://slowgerman.com/2024/10/01/buchpreisbindung/,FALSE,
SG 281b,An der Tankstelle Kleiner Alien-Dialog,https://slowgerman.com/2024/10/15/deutscher-dialog-an-der-tankstelle/,FALSE,
SG 283,Kurt Eisner Bayerns erster Ministerpräsident,https://slowgerman.com/2024/10/29/kurt-eisner-bayerns-erster-ministerpraesident/,FALSE,
SG 284,Die Kreuzzüge,https://slowgerman.com/2024/11/12/kreuzzuege-kreuzzug-ritter/,FALSE,
SG 285,Der Döner,https://slowgerman.com/2024/11/26/doener/,FALSE,
SG 286,Der Pirat Klaus Störtebeker,https://slowgerman.com/2024/12/10/der-pirat-klaus-stoertebeker-sg-286/,FALSE,
SG 287,Typisch deutsch!,https://slowgerman.com/2024/12/24/typisch-deutsch-typically-german/,FALSE,
SG 288,Die Donau,https://slowgerman.com/2025/01/07/donau-fluss/,FALSE,
SG 288b,Im Fitness-Studio Kleiner Alien-Dialog,https://slowgerman.com/2025/01/21/im-fitness-studio-kleiner-alien-dialog-deutsch/,FALSE,
SG 290,Der TÜV,https://slowgerman.com/2025/02/04/tuev/,FALSE,
SG 291,Die Krankenkasse,https://slowgerman.com/2025/02/18/krankenversicherung/,FALSE,
SG 292,Die Bundestagswahl 2025,https://slowgerman.com/2025/03/04/bundestagswahl-2025/,FALSE,
SG 293,Wissenschaft in Deutschland,https://slowgerman.com/2025/03/18/wissenschaft-deutschland/,FALSE,
SG 294,Made in Germany,https://slowgerman.com/2025/04/01/made-in-germany-guetesiegel/,FALSE,
SG 295,Ostalgie,https://slowgerman.com/2025/04/15/ostalgie/,FALSE,
SG 295b,Der Zeppelin Hindenburg,https://slowgerman.com/2025/04/29/zeppelin-hindenburg/,FALSE,
SG 297,Friedrich Merz neuer deutscher Bundeskanzler,https://slowgerman.com/2025/05/13/friedrich-merz-deutscher-bundeskanzler/,FALSE,
SG 298,Dialog: Das Bewerbungsgespräch,https://slowgerman.com/2025/05/27/bewerbungsgespraech-dialog/,FALSE,
SG 299,Der Klimawandel in Deutschland,https://slowgerman.com/2025/06/10/klimawandel-klimakrise/,FALSE,
SG 300,Die 300. Episode von Slow German,https://slowgerman.com/2025/06/24/300-episode-folge/,FALSE,
SG 301,Das Dirndl und die Tracht,https://slowgerman.com/2025/07/08/dirndl-tracht-bayern-bedeutung/,FALSE,
SG 302,Das Tierheim in Deutschland,https://slowgerman.com/2025/07/22/tierheim-hunde-katzen-tiere/,FALSE,
SG 303,Wohnen in Deutschland,https://slowgerman.com/2025/08/05/wohnen-in-deutschland-wohnung-haus/,FALSE,
SG 304,Das Ehrenamt und der Freiwilligendienst,https://slowgerman.com/2025/08/19/ehrenamt-freiwilligendienst-fsj-thw/,FALSE,
SG 305,Die Firma SAP,https://slowgerman.com/2025/09/02/firma-sap-dax-wirtschaft/,FALSE,
SG 306,Gute deutsche Podcasts,https://slowgerman.com/2025/09/16/gute-deutsche-podcasts-meine-hoertipps/,FALSE,
SG 307,Arbeitslos in Deutschland,https://slowgerman.com/2025/09/30/arbeitslos-in-deutschland-sg-307/,FALSE,
